Match,Team,Position,Name,Status,Runs,Balls,M,4s,6s,SR,id
Kolkata Knight Riders Vs Royal Challengers Bangalore,Royal Challengers Bangalore,6,Mayank Agarwal,out,5,6,11,0,0,83.33,ipl_258
Kolkata Knight Riders Vs Royal Challengers Bangalore,Royal Challengers Bangalore,7,Daniel Vettori (c),out,20,12,13,3,1,166.66,ipl_258
Kolkata Knight Riders Vs Royal Challengers Bangalore,Royal Challengers Bangalore,8,Vinay Kumar,out,25,26,34,0,1,96.15,ipl_258
Kolkata Knight Riders Vs Royal Challengers Bangalore,Royal Challengers Bangalore,9,Harshal Patel,out,10,9,15,1,0,111.11,ipl_258
Kolkata Knight Riders Vs Royal Challengers Bangalore,Royal Challengers Bangalore,10,Zaheer Khan,not_out,11,7,6,1,0,157.14,ipl_258
Deccan Chargers Vs Mumbai Indians,Deccan Chargers,1,Parthiv Patel †,out,1,5,6,0,0,20.00,ipl_257
Deccan Chargers Vs Mumbai Indians,Deccan Chargers,2,Shikhar Dhawan,out,41,24,30,2,4,170.83,ipl_257
Deccan Chargers Vs Mumbai Indians,Deccan Chargers,3,Bharat Chipli,out,1,6,5,0,0,16.66,ipl_257
Deccan Chargers Vs Mumbai Indians,Deccan Chargers,4,Dan Christian,out,39,36,73,1,2,108.33,ipl_257
Deccan Chargers Vs Mumbai Indians,Deccan Chargers,5,Kumar Sangakkara (c),out,14,19,30,1,0,73.68,ipl_257
Deccan Chargers Vs Mumbai Indians,Deccan Chargers,6,Cameron White,not_out,30,22,36,1,2,136.36,ipl_257
Deccan Chargers Vs Mumbai Indians,Deccan Chargers,7,Dwaraka Ravi Teja,out,4,2,1,1,0,200.00,ipl_257
Deccan Chargers Vs Mumbai Indians,Deccan Chargers,8,Amit Mishra,out,0,2,2,0,0,0.00,ipl_257
Deccan Chargers Vs Mumbai Indians,Deccan Chargers,9,Dale Steyn,out,2,2,4,0,0,100.00,ipl_257
Deccan Chargers Vs Mumbai Indians,Deccan Chargers,10,Ankit Sharma,out,1,2,1,0,0,50.00,ipl_257
Deccan Chargers Vs Mumbai Indians,Mumbai Indians,1,Tirumalasetti Suman,out,5,9,7,1,0,55.55,ipl_257
Deccan Chargers Vs Mumbai Indians,Mumbai Indians,2,Richard Levi,out,3,9,15,0,0,33.33,ipl_257
Deccan Chargers Vs Mumbai Indians,Mumbai Indians,3,Rohit Sharma,not_out,73,50,84,4,5,146.00,ipl_257
Deccan Chargers Vs Mumbai Indians,Mumbai Indians,4,Ambati Rayudu,out,19,24,30,1,0,79.16,ipl_257
Deccan Chargers Vs Mumbai Indians,Mumbai Indians,5,Kieron Pollard,out,24,18,21,0,3,133.33,ipl_257
Deccan Chargers Vs Mumbai Indians,Mumbai Indians,6,Dinesh Karthik †,out,7,6,12,1,0,116.66,ipl_257
Deccan Chargers Vs Mumbai Indians,Mumbai Indians,7,James Franklin,not_out,7,4,10,1,0,175.00,ipl_257
Pune Warriors Vs Kings XI Punjab,Pune Warriors,1,Jesse Ryder,out,8,8,23,0,0,100.00,ipl_256
Pune Warriors Vs Kings XI Punjab,Pune Warriors,2,Sourav Ganguly (c),out,20,18,19,3,0,111.11,ipl_256
Pune Warriors Vs Kings XI Punjab,Pune Warriors,3,Marlon Samuels,out,46,39,46,4,2,117.94,ipl_256
Pune Warriors Vs Kings XI Punjab,Pune Warriors,4,Robin Uthappa †,out,40,33,59,2,2,121.21,ipl_256
Pune Warriors Vs Kings XI Punjab,Pune Warriors,5,Callum Ferguson,out,3,6,7,0,0,50.00,ipl_256
Pune Warriors Vs Kings XI Punjab,Pune Warriors,6,Steven Smith,out,25,12,17,0,3,208.33,ipl_256
Pune Warriors Vs Kings XI Punjab,Pune Warriors,7,Manish Pandey,not_out,12,4,11,1,1,300.00,ipl_256
Pune Warriors Vs Kings XI Punjab,Pune Warriors,8,Rahul Sharma,not_out,0,2,2,0,0,0.00,ipl_256
Pune Warriors Vs Kings XI Punjab,Kings XI Punjab,1,Adam Gilchrist (c)†,out,6,11,16,1,0,54.54,ipl_256
Pune Warriors Vs Kings XI Punjab,Kings XI Punjab,2,Paul Valthaty,out,1,5,9,0,0,20.00,ipl_256
Pune Warriors Vs Kings XI Punjab,Kings XI Punjab,3,Mandeep Singh,out,24,23,37,3,0,104.34,ipl_256
Pune Warriors Vs Kings XI Punjab,Kings XI Punjab,4,Abhishek Nayar,out,24,28,44,2,0,85.71,ipl_256
Pune Warriors Vs Kings XI Punjab,Kings XI Punjab,5,David Hussey,out,18,17,19,0,1,105.88,ipl_256
Pune Warriors Vs Kings XI Punjab,Kings XI Punjab,6,Piyush Chawla,out,16,8,11,2,1,200.00,ipl_256
Pune Warriors Vs Kings XI Punjab,Kings XI Punjab,7,Dimitri Mascarenhas,out,5,5,13,0,0,100.00,ipl_256
Pune Warriors Vs Kings XI Punjab,Kings XI Punjab,8,Bipul Sharma,not_out,35,18,23,3,2,194.44,ipl_256
Pune Warriors Vs Kings XI Punjab,Kings XI Punjab,9,James Faulkner,out,3,4,10,0,0,75.00,ipl_256
Pune Warriors Vs Kings XI Punjab,Kings XI Punjab,10,Praveen Kumar,not_out,1,2,4,0,0,50.00,ipl_256
Rajasthan Royals Vs Kolkata Knight Riders,Rajasthan Royals,1,Rahul Dravid (c),out,26,24,-,2,2,108.33,ipl_255
Rajasthan Royals Vs Kolkata Knight Riders,Rajasthan Royals,2,Ajinkya Rahane,out,0,4,-,0,0,0.00,ipl_255
Rajasthan Royals Vs Kolkata Knight Riders,Rajasthan Royals,3,Shreevats Goswami †,out,23,18,-,2,0,127.77,ipl_255
Rajasthan Royals Vs Kolkata Knight Riders,Rajasthan Royals,4,Ashok Menaria,out,40,30,-,4,1,133.33,ipl_255
Rajasthan Royals Vs Kolkata Knight Riders,Rajasthan Royals,5,Brad Hodge,out,44,29,-,3,2,151.72,ipl_255
Rajasthan Royals Vs Kolkata Knight Riders,Rajasthan Royals,6,Owais Shah,not_out,23,11,-,2,1,209.09,ipl_255
Rajasthan Royals Vs Kolkata Knight Riders,Rajasthan Royals,7,Kevon Cooper,not_out,5,5,-,0,0,100.00,ipl_255
Rajasthan Royals Vs Kolkata Knight Riders,Kolkata Knight Riders,1,Jacques Kallis,out,5,8,-,0,0,62.50,ipl_255
Rajasthan Royals Vs Kolkata Knight Riders,Kolkata Knight Riders,2,Brendon McCullum †,out,2,4,-,0,0,50.00,ipl_255
Rajasthan Royals Vs Kolkata Knight Riders,Kolkata Knight Riders,3,Gautam Gambhir (c),out,0,1,-,0,0,0.00,ipl_255
Rajasthan Royals Vs Kolkata Knight Riders,Kolkata Knight Riders,4,Manoj Tiwary,out,59,49,-,7,0,120.40,ipl_255
Rajasthan Royals Vs Kolkata Knight Riders,Kolkata Knight Riders,5,Debabrata Das,out,12,14,-,0,1,85.71,ipl_255
Rajasthan Royals Vs Kolkata Knight Riders,Kolkata Knight Riders,6,Yusuf Pathan,out,15,14,-,0,1,107.14,ipl_255
Rajasthan Royals Vs Kolkata Knight Riders,Kolkata Knight Riders,7,Rajat Bhatia,out,8,8,-,1,0,100.00,ipl_255
Rajasthan Royals Vs Kolkata Knight Riders,Kolkata Knight Riders,8,Laxmi Shukla,out,8,8,-,0,1,100.00,ipl_255
Rajasthan Royals Vs Kolkata Knight Riders,Kolkata Knight Riders,9,Brett Lee,out,25,11,-,2,2,227.27,ipl_255
Rajasthan Royals Vs Kolkata Knight Riders,Kolkata Knight Riders,10,Sunil Narine,out,0,1,-,0,0,0.00,ipl_255
Rajasthan Royals Vs Kolkata Knight Riders,Kolkata Knight Riders,11,Iqbal Abdulla,not_out,1,2,-,0,0,50.00,ipl_255
Chennai Super Kings Vs Deccan Chargers,Chennai Super Kings,1,Murali Vijay,out,2,5,1,0,0,40.00,ipl_254
Chennai Super Kings Vs Deccan Chargers,Chennai Super Kings,2,Faf du Plessis,out,39,25,36,1,4,156.00,ipl_254
Chennai Super Kings Vs Deccan Chargers,Chennai Super Kings,3,Suresh Raina,out,16,12,22,3,0,133.33,ipl_254
Chennai Super Kings Vs Deccan Chargers,Chennai Super Kings,4,S Badrinath,out,25,20,33,3,0,125.00,ipl_254
Chennai Super Kings Vs Deccan Chargers,Chennai Super Kings,5,Ravindra Jadeja,out,48,29,47,3,3,165.51,ipl_254
Chennai Super Kings Vs Deccan Chargers,Chennai Super Kings,6,MS Dhoni (c)†,out,7,9,10,0,0,77.77,ipl_254
Chennai Super Kings Vs Deccan Chargers,Chennai Super Kings,7,Dwayne Bravo,not_out,43,18,28,0,5,238.88,ipl_254
Chennai Super Kings Vs Deccan Chargers,Chennai Super Kings,8,Albie Morkel,not_out,2,3,13,0,0,66.66,ipl_254
Chennai Super Kings Vs Deccan Chargers,Deccan Chargers,1,Daniel Harris,out,15,14,17,3,0,107.14,ipl_254
Chennai Super Kings Vs Deccan Chargers,Deccan Chargers,2,Shikhar Dhawan,out,21,18,26,3,0,116.66,ipl_254
Chennai Super Kings Vs Deccan Chargers,Deccan Chargers,3,Parthiv Patel †,out,20,17,26,3,0,117.64,ipl_254
Chennai Super Kings Vs Deccan Chargers,Deccan Chargers,4,Cameron White (c),out,23,16,22,2,1,143.75,ipl_254
Chennai Super Kings Vs Deccan Chargers,Deccan Chargers,5,Bharat Chipli,out,10,9,8,0,1,111.11,ipl_254
Chennai Super Kings Vs Deccan Chargers,Deccan Chargers,6,Dan Christian,out,2,3,7,0,0,66.66,ipl_254
Chennai Super Kings Vs Deccan Chargers,Deccan Chargers,7,Manpreet Gony,out,4,8,6,0,0,50.00,ipl_254
Chennai Super Kings Vs Deccan Chargers,Deccan Chargers,8,Dwaraka Ravi Teja,out,0,2,4,0,0,0.00,ipl_254
Chennai Super Kings Vs Deccan Chargers,Deccan Chargers,9,Ankit Sharma,out,15,8,13,0,2,187.50,ipl_254
Chennai Super Kings Vs Deccan Chargers,Deccan Chargers,10,Dale Steyn,out,5,8,9,0,0,62.50,ipl_254
Chennai Super Kings Vs Deccan Chargers,Deccan Chargers,11,TP Sudhindra,not_out,0,0,1,0,0,-,ipl_254
Royal Challengers Bangalore Vs Delhi Daredevils,Royal Challengers Bangalore,1,Andrew McDonald,out,30,19,27,4,2,157.89,ipl_253
Royal Challengers Bangalore Vs Delhi Daredevils,Royal Challengers Bangalore,2,Cheteshwar Pujara,out,11,12,18,1,0,91.66,ipl_253
Royal Challengers Bangalore Vs Delhi Daredevils,Royal Challengers Bangalore,3,Virat Kohli,out,8,8,13,1,0,100.00,ipl_253
Royal Challengers Bangalore Vs Delhi Daredevils,Royal Challengers Bangalore,4,AB de Villiers †,not_out,64,42,64,6,2,152.38,ipl_253
Royal Challengers Bangalore Vs Delhi Daredevils,Royal Challengers Bangalore,5,Saurabh Tiwary,out,1,3,4,0,0,33.33,ipl_253
Royal Challengers Bangalore Vs Delhi Daredevils,Royal Challengers Bangalore,6,Mayank Agarwal,out,16,15,16,1,1,106.66,ipl_253
Royal Challengers Bangalore Vs Delhi Daredevils,Royal Challengers Bangalore,7,Daniel Vettori (c),out,3,4,8,0,0,75.00,ipl_253
Royal Challengers Bangalore Vs Delhi Daredevils,Royal Challengers Bangalore,8,Vinay Kumar,out,18,16,26,1,0,112.50,ipl_253
Royal Challengers Bangalore Vs Delhi Daredevils,Royal Challengers Bangalore,9,Harshal Patel,out,0,1,1,0,0,0.00,ipl_253
Royal Challengers Bangalore Vs Delhi Daredevils,Delhi Daredevils,1,Aaron Finch,out,25,24,43,3,0,104.16,ipl_253
Royal Challengers Bangalore Vs Delhi Daredevils,Delhi Daredevils,2,Virender Sehwag (c),out,0,1,3,0,0,0.00,ipl_253
Royal Challengers Bangalore Vs Delhi Daredevils,Delhi Daredevils,3,Naman Ojha †,out,33,26,28,4,1,126.92,ipl_253
Royal Challengers Bangalore Vs Delhi Daredevils,Delhi Daredevils,4,Venugopal Rao,out,18,23,28,1,0,78.26,ipl_253
Royal Challengers Bangalore Vs Delhi Daredevils,Delhi Daredevils,5,Glenn Maxwell,out,3,4,6,0,0,75.00,ipl_253
Royal Challengers Bangalore Vs Delhi Daredevils,Delhi Daredevils,6,Yogesh Nagar,out,16,15,28,2,0,106.66,ipl_253
Royal Challengers Bangalore Vs Delhi Daredevils,Delhi Daredevils,7,Irfan Pathan,out,24,15,29,2,1,160.00,ipl_253
Royal Challengers Bangalore Vs Delhi Daredevils,Delhi Daredevils,8,Doug Bracewell,not_out,12,9,16,1,0,133.33,ipl_253
Royal Challengers Bangalore Vs Delhi Daredevils,Delhi Daredevils,9,Morne Morkel,not_out,2,3,4,0,0,66.66,ipl_253
Rajasthan Royals Vs Kings XI Punjab,Rajasthan Royals,1,Rahul Dravid (c),out,28,24,42,3,0,116.66,ipl_252
Rajasthan Royals Vs Kings XI Punjab,Rajasthan Royals,2,Ajinkya Rahane,out,98,66,87,16,1,148.48,ipl_252
Rajasthan Royals Vs Kings XI Punjab,Rajasthan Royals,3,Ashok Menaria,out,0,3,5,0,0,0.00,ipl_252
Rajasthan Royals Vs Kings XI Punjab,Rajasthan Royals,4,Brad Hodge,out,21,16,27,1,1,131.25,ipl_252
Rajasthan Royals Vs Kings XI Punjab,Rajasthan Royals,5,Owais Shah,not_out,14,8,14,2,0,175.00,ipl_252
Rajasthan Royals Vs Kings XI Punjab,Rajasthan Royals,6,Kevon Cooper,not_out,11,3,3,1,1,366.66,ipl_252
Rajasthan Royals Vs Kings XI Punjab,Kings XI Punjab,1,Adam Gilchrist (c)†,out,27,18,19,3,1,150.00,ipl_252
Rajasthan Royals Vs Kings XI Punjab,Kings XI Punjab,2,Paul Valthaty,out,13,15,28,2,0,86.66,ipl_252
Rajasthan Royals Vs Kings XI Punjab,Kings XI Punjab,3,Shaun Marsh,out,7,6,14,1,0,116.66,ipl_252
Rajasthan Royals Vs Kings XI Punjab,Kings XI Punjab,4,Abhishek Nayar,out,10,10,9,0,1,100.00,ipl_252
Rajasthan Royals Vs Kings XI Punjab,Kings XI Punjab,5,David Hussey,out,13,10,19,1,0,130.00,ipl_252
Rajasthan Royals Vs Kings XI Punjab,Kings XI Punjab,6,Mandeep Singh,out,34,25,37,5,0,136.00,ipl_252
Rajasthan Royals Vs Kings XI Punjab,Kings XI Punjab,7,Bipul Sharma,out,18,13,20,2,0,138.46,ipl_252
Rajasthan Royals Vs Kings XI Punjab,Kings XI Punjab,8,Piyush Chawla,out,10,8,11,0,1,125.00,ipl_252
Rajasthan Royals Vs Kings XI Punjab,Kings XI Punjab,9,James Faulkner,not_out,11,9,18,0,0,122.22,ipl_252
Rajasthan Royals Vs Kings XI Punjab,Kings XI Punjab,10,Praveen Kumar,out,10,6,6,0,1,166.66,ipl_252
Rajasthan Royals Vs Kings XI Punjab,Kings XI Punjab,11,Harmeet Singh,not_out,1,1,1,0,0,100.00,ipl_252
Pune Warriors Vs Mumbai Indians,Pune Warriors,1,Manish Pandey,out,0,5,3,0,0,0.00,ipl_251
Pune Warriors Vs Mumbai Indians,Pune Warriors,2,Sourav Ganguly (c),out,3,6,16,0,0,50.00,ipl_251
Pune Warriors Vs Mumbai Indians,Pune Warriors,3,Wayne Parnell,out,11,14,19,2,0,78.57,ipl_251
Pune Warriors Vs Mumbai Indians,Pune Warriors,4,Robin Uthappa †,out,36,33,52,3,0,109.09,ipl_251
Pune Warriors Vs Mumbai Indians,Pune Warriors,5,Callum Ferguson,out,12,13,17,1,0,92.30,ipl_251
Pune Warriors Vs Mumbai Indians,Pune Warriors,6,Steven Smith,out,39,32,49,4,0,121.87,ipl_251
Pune Warriors Vs Mumbai Indians,Pune Warriors,7,Marlon Samuels,out,4,4,7,0,0,100.00,ipl_251
Pune Warriors Vs Mumbai Indians,Pune Warriors,8,Bhuvneshwar Kumar,out,2,4,3,0,0,50.00,ipl_251
Pune Warriors Vs Mumbai Indians,Pune Warriors,9,Murali Kartik,not_out,14,9,13,1,1,155.55,ipl_251
Pune Warriors Vs Mumbai Indians,Pune Warriors,10,Rahul Sharma,out,0,0,3,0,0,-,ipl_251
Pune Warriors Vs Mumbai Indians,Mumbai Indians,1,Richard Levi,out,0,2,1,0,0,0.00,ipl_251
Pune Warriors Vs Mumbai Indians,Mumbai Indians,2,Ambati Rayudu,out,1,2,6,0,0,50.00,ipl_251
Pune Warriors Vs Mumbai Indians,Mumbai Indians,3,Rohit Sharma,out,1,6,9,0,0,16.66,ipl_251
Pune Warriors Vs Mumbai Indians,Mumbai Indians,4,James Franklin,out,32,42,76,1,0,76.19,ipl_251
Pune Warriors Vs Mumbai Indians,Mumbai Indians,5,Dinesh Karthik †,out,32,32,38,4,1,100.00,ipl_251
Pune Warriors Vs Mumbai Indians,Mumbai Indians,6,Suryakumar Yadav,out,0,4,6,0,0,0.00,ipl_251
Pune Warriors Vs Mumbai Indians,Mumbai Indians,7,Kieron Pollard,out,8,11,17,0,0,72.72,ipl_251
Pune Warriors Vs Mumbai Indians,Mumbai Indians,8,Harbhajan Singh (c),out,16,15,19,2,0,106.66,ipl_251
Pune Warriors Vs Mumbai Indians,Mumbai Indians,9,Lasith Malinga,out,5,3,7,1,0,166.66,ipl_251
Pune Warriors Vs Mumbai Indians,Mumbai Indians,10,Pragyan Ojha,not_out,0,1,5,0,0,0.00,ipl_251
Pune Warriors Vs Mumbai Indians,Mumbai Indians,11,Munaf Patel,not_out,1,2,1,0,0,50.00,ipl_251
Kolkata Knight Riders Vs Delhi Daredevils,Kolkata Knight Riders,1,Brendon McCullum †,out,9,7,8,2,0,128.57,ipl_250
Kolkata Knight Riders Vs Delhi Daredevils,Kolkata Knight Riders,2,Jacques Kallis,out,4,4,14,1,0,100.00,ipl_250
Kolkata Knight Riders Vs Delhi Daredevils,Kolkata Knight Riders,3,Gautam Gambhir (c),out,16,15,24,2,0,106.66,ipl_250
Kolkata Knight Riders Vs Delhi Daredevils,Kolkata Knight Riders,4,Manoj Tiwary,out,0,1,1,0,0,0.00,ipl_250
Kolkata Knight Riders Vs Delhi Daredevils,Kolkata Knight Riders,5,Yusuf Pathan,out,0,4,4,0,0,0.00,ipl_250
Kolkata Knight Riders Vs Delhi Daredevils,Kolkata Knight Riders,6,Debabrata Das,out,18,9,13,0,2,200.00,ipl_250
Kolkata Knight Riders Vs Delhi Daredevils,Kolkata Knight Riders,7,Laxmi Shukla,out,26,17,15,1,2,152.94,ipl_250
Kolkata Knight Riders Vs Delhi Daredevils,Kolkata Knight Riders,8,Rajat Bhatia,out,7,9,16,0,0,77.77,ipl_250
Kolkata Knight Riders Vs Delhi Daredevils,Kolkata Knight Riders,9,Brett Lee,out,9,5,5,0,1,180.00,ipl_250
Kolkata Knight Riders Vs Delhi Daredevils,Kolkata Knight Riders,10,Iqbal Abdulla,not_out,1,1,2,0,0,100.00,ipl_250
Kolkata Knight Riders Vs Delhi Daredevils,Delhi Daredevils,1,Aaron Finch,out,30,27,-,5,0,111.11,ipl_250
Kolkata Knight Riders Vs Delhi Daredevils,Delhi Daredevils,2,Virender Sehwag (c),out,20,13,-,1,1,153.84,ipl_250
Kolkata Knight Riders Vs Delhi Daredevils,Delhi Daredevils,3,Irfan Pathan,not_out,42,20,-,2,3,210.00,ipl_250
Kolkata Knight Riders Vs Delhi Daredevils,Delhi Daredevils,4,Glenn Maxwell,not_out,3,7,-,0,0,42.85,ipl_250
Chennai Super Kings Vs Mumbai Indians,Chennai Super Kings,1,Faf du Plessis,out,3,2,4,0,0,150.00,ipl_249
Chennai Super Kings Vs Mumbai Indians,Chennai Super Kings,2,Murali Vijay,out,10,17,28,1,0,58.82,ipl_249
Chennai Super Kings Vs Mumbai Indians,Chennai Super Kings,3,Suresh Raina,out,36,26,41,2,1,138.46,ipl_249
Chennai Super Kings Vs Mumbai Indians,Chennai Super Kings,4,Dwayne Bravo,out,19,19,15,3,0,100.00,ipl_249
Chennai Super Kings Vs Mumbai Indians,Chennai Super Kings,5,Albie Morkel,out,3,8,14,0,0,37.50,ipl_249
Chennai Super Kings Vs Mumbai Indians,Chennai Super Kings,6,S Badrinath,out,10,16,23,0,0,62.50,ipl_249
Chennai Super Kings Vs Mumbai Indians,Chennai Super Kings,7,MS Dhoni (c)†,out,4,6,9,0,0,66.66,ipl_249
Chennai Super Kings Vs Mumbai Indians,Chennai Super Kings,8,Ravindra Jadeja,out,3,5,15,0,0,60.00,ipl_249
Chennai Super Kings Vs Mumbai Indians,Chennai Super Kings,9,Ravichandran Ashwin,out,3,5,4,0,0,60.00,ipl_249
Chennai Super Kings Vs Mumbai Indians,Chennai Super Kings,10,Shadab Jakati,not_out,6,10,11,0,0,60.00,ipl_249
Chennai Super Kings Vs Mumbai Indians,Chennai Super Kings,11,Doug Bollinger,out,3,5,7,0,0,60.00,ipl_249
Chennai Super Kings Vs Mumbai Indians,Mumbai Indians,1,Richard Levi,out,50,35,34,6,3,142.85,ipl_249
Chennai Super Kings Vs Mumbai Indians,Mumbai Indians,2,Sachin Tendulkar,out,16,15,48,1,1,106.66,ipl_249
Chennai Super Kings Vs Mumbai Indians,Mumbai Indians,3,Rohit Sharma,out,0,3,7,0,0,0.00,ipl_249
Chennai Super Kings Vs Mumbai Indians,Mumbai Indians,4,Ambati Rayudu,not_out,18,18,39,0,1,100.00,ipl_249
Chennai Super Kings Vs Mumbai Indians,Mumbai Indians,5,James Franklin,not_out,25,30,32,2,0,83.33,ipl_249
Chennai Super Kings Vs Royal Challengers Bangalore,Chennai Super Kings,1,Michael Hussey,out,63,45,-,3,3,140.00,ipl_248
Chennai Super Kings Vs Royal Challengers Bangalore,Chennai Super Kings,2,Murali Vijay,out,95,52,-,4,6,182.69,ipl_248
Chennai Super Kings Vs Royal Challengers Bangalore,Chennai Super Kings,3,MS Dhoni (c)†,out,22,13,-,0,2,169.23,ipl_248
Chennai Super Kings Vs Royal Challengers Bangalore,Chennai Super Kings,4,Suresh Raina,out,8,5,-,0,1,160.00,ipl_248
Chennai Super Kings Vs Royal Challengers Bangalore,Chennai Super Kings,5,Albie Morkel,out,2,4,-,0,0,50.00,ipl_248
Chennai Super Kings Vs Royal Challengers Bangalore,Chennai Super Kings,6,S Badrinath,not_out,0,0,-,0,0,-,ipl_248
Chennai Super Kings Vs Royal Challengers Bangalore,Chennai Super Kings,7,Dwayne Bravo,not_out,6,1,-,0,1,600.00,ipl_248
Chennai Super Kings Vs Royal Challengers Bangalore,Royal Challengers Bangalore,1,Mayank Agarwal,out,10,5,-,2,0,200.00,ipl_248
Chennai Super Kings Vs Royal Challengers Bangalore,Royal Challengers Bangalore,2,Chris Gayle,out,0,3,-,0,0,0.00,ipl_248
Chennai Super Kings Vs Royal Challengers Bangalore,Royal Challengers Bangalore,3,Virat Kohli,out,35,32,-,1,1,109.37,ipl_248
Chennai Super Kings Vs Royal Challengers Bangalore,Royal Challengers Bangalore,4,AB de Villiers †,out,18,12,-,3,0,150.00,ipl_248
Chennai Super Kings Vs Royal Challengers Bangalore,Royal Challengers Bangalore,5,Luke Pomersbach,out,2,3,-,0,0,66.66,ipl_248
Chennai Super Kings Vs Royal Challengers Bangalore,Royal Challengers Bangalore,6,Saurabh Tiwary,not_out,42,34,-,1,3,123.52,ipl_248
Chennai Super Kings Vs Royal Challengers Bangalore,Royal Challengers Bangalore,7,Daniel Vettori (c),out,0,1,-,0,0,0.00,ipl_248
Chennai Super Kings Vs Royal Challengers Bangalore,Royal Challengers Bangalore,8,Abhimanyu Mithun,out,11,8,-,2,0,137.50,ipl_248
Chennai Super Kings Vs Royal Challengers Bangalore,Royal Challengers Bangalore,9,Zaheer Khan,out,21,21,-,2,0,100.00,ipl_248
Chennai Super Kings Vs Royal Challengers Bangalore,Royal Challengers Bangalore,10,Jamaluddin Syed Mohammad,not_out,2,2,-,0,0,100.00,ipl_248
Royal Challengers Bangalore Vs Mumbai Indians,Royal Challengers Bangalore,1,Mayank Agarwal,out,41,31,-,4,2,132.25,ipl_247
Royal Challengers Bangalore Vs Mumbai Indians,Royal Challengers Bangalore,2,Chris Gayle,out,89,47,-,9,5,189.36,ipl_247
Royal Challengers Bangalore Vs Mumbai Indians,Royal Challengers Bangalore,3,Virat Kohli,out,8,12,-,0,0,66.66,ipl_247
Royal Challengers Bangalore Vs Mumbai Indians,Royal Challengers Bangalore,4,AB de Villiers †,not_out,21,15,-,0,1,140.00,ipl_247
Royal Challengers Bangalore Vs Mumbai Indians,Royal Challengers Bangalore,5,Luke Pomersbach,out,4,4,-,0,0,100.00,ipl_247
Royal Challengers Bangalore Vs Mumbai Indians,Royal Challengers Bangalore,6,Saurabh Tiwary,not_out,8,12,-,0,0,66.66,ipl_247
Royal Challengers Bangalore Vs Mumbai Indians,Mumbai Indians,1,Aiden Blizzard,out,10,11,-,2,0,90.90,ipl_247
Royal Challengers Bangalore Vs Mumbai Indians,Mumbai Indians,2,Sachin Tendulkar (c),out,40,24,-,7,0,166.66,ipl_247
Royal Challengers Bangalore Vs Mumbai Indians,Mumbai Indians,3,Harbhajan Singh,out,13,7,-,1,1,185.71,ipl_247
Royal Challengers Bangalore Vs Mumbai Indians,Mumbai Indians,4,Rohit Sharma,out,13,15,-,1,0,86.66,ipl_247
Royal Challengers Bangalore Vs Mumbai Indians,Mumbai Indians,5,James Franklin,out,16,17,-,0,1,94.11,ipl_247
Royal Challengers Bangalore Vs Mumbai Indians,Mumbai Indians,6,Ambati Rayudu †,out,0,1,-,0,0,0.00,ipl_247
Royal Challengers Bangalore Vs Mumbai Indians,Mumbai Indians,7,Kieron Pollard,out,3,6,-,0,0,50.00,ipl_247
Royal Challengers Bangalore Vs Mumbai Indians,Mumbai Indians,8,Rajagopal Sathish,not_out,18,21,-,1,0,85.71,ipl_247
Royal Challengers Bangalore Vs Mumbai Indians,Mumbai Indians,9,Lasith Malinga,out,7,5,-,0,1,140.00,ipl_247
Royal Challengers Bangalore Vs Mumbai Indians,Mumbai Indians,10,Abu Nechim,not_out,18,13,-,1,1,138.46,ipl_247
Kolkata Knight Riders Vs Mumbai Indians,Kolkata Knight Riders,1,Gautam Gambhir (c),out,4,8,-,1,0,50.00,ipl_246
Kolkata Knight Riders Vs Mumbai Indians,Kolkata Knight Riders,2,Jacques Kallis,out,7,7,-,1,0,100.00,ipl_246
Kolkata Knight Riders Vs Mumbai Indians,Kolkata Knight Riders,3,Shreevats Goswami †,out,0,3,-,0,0,0.00,ipl_246
Kolkata Knight Riders Vs Mumbai Indians,Kolkata Knight Riders,4,Manoj Tiwary,out,4,7,-,0,0,57.14,ipl_246
Kolkata Knight Riders Vs Mumbai Indians,Kolkata Knight Riders,5,Yusuf Pathan,out,26,24,-,3,0,108.33,ipl_246
Kolkata Knight Riders Vs Mumbai Indians,Kolkata Knight Riders,6,Ryan ten Doeschate,not_out,70,49,-,6,3,142.85,ipl_246
Kolkata Knight Riders Vs Mumbai Indians,Kolkata Knight Riders,7,Shakib Al Hasan,out,26,16,-,4,0,162.50,ipl_246
Kolkata Knight Riders Vs Mumbai Indians,Kolkata Knight Riders,8,Rajat Bhatia,out,2,3,-,0,0,66.66,ipl_246
Kolkata Knight Riders Vs Mumbai Indians,Kolkata Knight Riders,9,Brett Lee,not_out,2,3,-,0,0,66.66,ipl_246
Kolkata Knight Riders Vs Mumbai Indians,Mumbai Indians,1,Aiden Blizzard,out,51,30,-,7,2,170.00,ipl_246
Kolkata Knight Riders Vs Mumbai Indians,Mumbai Indians,2,Sachin Tendulkar (c),out,36,28,-,6,0,128.57,ipl_246
Kolkata Knight Riders Vs Mumbai Indians,Mumbai Indians,3,Rohit Sharma,out,0,0,-,0,0,-,ipl_246
Kolkata Knight Riders Vs Mumbai Indians,Mumbai Indians,4,Ambati Rayudu †,out,12,16,-,2,0,75.00,ipl_246
Kolkata Knight Riders Vs Mumbai Indians,Mumbai Indians,5,James Franklin,not_out,29,25,-,2,0,116.00,ipl_246
